1,S01863,ALBUZZANO
1,S01527,AMBIVERE MAPELLO
1,S01453,ANZANO DEL PARCO
1,S01203,ARCISATE
1,S00470,ALESSANDRIA
1,S01318,SEREGNO
1,S01533,SERIATE
1,S01026,SESTO CALENDE
1,S01325,SESTO S. GIOVANNI
1,S01028,SOMMA LOMBARDO
1,S01430,SONDRIO
1,S01607,SORESINA
1,S01945,STRADELLA
1,S01429,CASTIONE ANDEVENNO
1,S01208,CASTRONNO
1,S00279,CAVA CARBONARA
1,S01914,CAVA TIGOZZI
1,S01210,CAVARIA OGGIONA JERAGO
1,S01513,CERNUSCO-MERATE
1,S01803,CERTOSA DI PAVIA
1,S01930,BRESSANA ARGINE
1,S01805,BRESSANA BOTTARONE
1,S01944,BRONI
1,S01713,CHIARI
1,S01400,CHIAVENNA
1,S01868,CHIGNOLO PO
1,S01536,CHIUDUNO
1,S01435,CHIURO
1,S01525,CISANO CAPRINO BERGAMASCO
1,S01462,CIVATE
1,S01848,CANNETO SULL`OGLIO
1,S01313,CANTU`- CERMENATE
1,S01603,CAPRALBA
1,S01602,CARAVAGGIO
1,S01315,CARIMATE
1,S01511,CARNATE USMATE
1,S01609,CASALBUTTANO
1,S01604,CASALETTO VAPRIO
1,S01850,CASALMAGGIORE
1,S01827,CASALPUSTERLENGO
1,S01457,CASLETTO-ROGENO
1,S01029,CASORATE SEMPIONE
1,S01490,CASSAGO-NIBIONNO-BULCIAGO
1,S01707,CASSANO D`ADDA
1,S01942,CASTEGGIO
1,S02382,CASTEL D`ARIO
1,S01606,CASTELLEONE
1,S01923,CASTELLUCCHIO
1,S01960,CASTELVETRO
1,S01510,ARCORE
1,S01427,ARDENNO MASINO
1,S01947,ARENA PO
1,S01020,ARONA
1,S01847,ASOLA
1,S05043,BOLOGNA C.LE
1,S02338,BORGOFORTE
1,S01830,BORGOLOMBARDO
1,S01920,BOZZOLO
1,S01452,BRENNA-ALZATE
1,S01717,BRESCIA
1,S00333,CANDIA LOMELLINA
1,S01810,TORTONA
1,S01416,ABBADIA LARIANA
1,S01062,ABBIATEGRASSO
1,S01913,ACQUANEGRA CREMONESE
1,S01515,AIRUNO
1,S01310,ALBATE CAMERLATA
1,S01450,ALBATE-TRECALLO
1,S01209,ALBIZZATE SOLBIATE ARNO
1,S01712,CALCIO
1,S01117,CALDE`
1,S01524,CALOLZIOCORTE OLGINATE
1,S01503,CALUSCO
1,S01843,CALVISANO
1,S01861,PAVIA PORTA GARIBALDI
1,S01845,REMEDELLO SOPRA
1,S01846,REMEDELLO SOTTO
1,S05305,REVERE
1,S05306,REVERE SCALO
1,S01037,RHO
1,S01904,ROBECCO-PONTEVICO
1,S01423,ROGOLO
1,S01711,ROMANO
1,S01829,S.STEFANO LODIGIANO
1,S01900,S. ZENO FOLZANO
1,S01823,S. ZENONE AL LAMBRO
1,S00400,SAIRANO ZINASCO
1,S01461,SALA AL BARRO-GALBIATE
1,S01402,SAMOLACO
1,S01140,SANGIANO
1,S00038,SARTIRANA
1,S01840,MONTIRONE
1,S01322,MONZA
1,S01480,MONZA SOBBORGHI
1,S01425,MORBEGNO
1,S01710,MORENGO BARIANO
1,S01144,MORNAGO CIMBRO
1,S00034,MORTARA
1,S02339,MOTTEGGIANA
1,S00277,GROPELLO CAIROLI
1,S01537,GRUMELLO DEL MONTE
1,S01204,INDUNO OLONA
1,S01121,ISPRA
1,S01869,LAMBRINIA
1,S01118,LAVENO MOMBELLO
1,S01520,LECCO
1,S01522,LECCO MAGGIANICO
1,S01120,LEGGIUNO MONVALLE
1,S01033,LEGNANO
1,S01901,BAGNOLO MELLA
1,S01409,BELLANO TARTAVELLE TERME
1,S02340,SUZZARA
1,S01122,TAINO ANGERA
1,S01426,TALAMONA
1,S01143,TERNATE VARANO BORGHI
1,S01504,TERNO
1,S00404,FERRERA LOMELLINA
1,S01412,FIUMELATTE
1,S01035,PARABIAGO
1,S01060,PARONA LOMELLINA
1,S01860,PAVIA
1,S01041,CORBETTA S. STEFANO
1,S01424,COSIO TRAONA
1,S01207,GAZZADA SCHIANNO MORAZZONE
1,S02381,GAZZO DI BIGARELLO
1,S01841,GHEDI
1,S02344,GONZAGA-REGGIOLO
1,S01540,COCCAGLIO
1,S01828,CODOGNO
1,S01420,COLICO
1,S01539,COLOGNE
1,S01307,COMO S. GIOVANNI
1,S01826,SECUGNAGO
1,S01633,MILANO PORTA VITTORIA
1,S01630,MILANO S. CRISTOFORO
1,S01700,MILANO CENTRALE
1,S01032,MILANO ROMOLO
1,S01925,SEVESO
1,S01933,SARONNO
1,S01089,MARIANO COMENSE
1,S01101,ASSO
1,S00332,COZZO
1,S01915,CREMONA
1,S05304,OSTIGLIA
1,S01502,PADERNO ROBBIATE
1,S01538,PALAZZOLO SULL`OGLIO
1,S00271,PALESTRO
1,S02343,PALIDANO
1,S01918,TORRE DE` PICENARDI
1,S00039,TORREBERETTI
1,S01853,TORRILE S. POLO
1,S01142,TRAVEDONA BIANDRONNO
1,S01706,TRECELLA
1,S01708,TREVIGLIO
1,S01601,TREVIGLIO OVEST
1,S01485,TRIUGGIO-PONTE ALBIATE
1,S00275,TROMELLO
1,S00037,VALLE LOMELLINA
1,S01501,LESMO
1,S01413,LIERNA
1,S01321,LISSONE-MUGGIO`
1,S01801,LOCATE TRIULZI
1,S01825,LODI
1,S02083,LONATO
1,S01535,MONTELLO GORLAGO
1,S00274,GAMBOLO`REMONDO`
1,S05310,NOGARA
1,S00248,NOVARA
1,S01460,OGGIONO
1,S01414,OLCIO
1,S00984,OLEGGIO
1,S00036,OLEVANO
1,S01514,OLGIATE-CALCO-BRIVIO
1,S01905,OLMENETA
1,S01870,ORIO LITTA
1,S01512,OSNAGO
1,S01871,OSPEDALETTO LODIGIANO
1,S01922,OSPITALETTO MANTOVANO
1,S02337,ROMANORE
1,S01714,ROVATO
1,S02333,ROVERBELLA
1,S02334,S.ANTONIO MANTOVANO
1,S01866,S. CRISTINA E BISSONE
1,S05000,PIACENZA
1,S00402,PIEVE ALBIGNOLA
1,S01406,PIONA
1,S01911,PIZZIGHETTONE
1,S01488,BESANA
1,S01145,BESNATE
1,S01438,BIANZONE
1,S01483,BIASSONO-LESMO PARCO
1,S01867,MIRADOLO TERME
1,S02380,MANTOVA FRASSINE
1,S05032,MODENA
1,S01456,MOIANA
1,S01458,MOLTENO
1,S01482,BUTTAFAVA
1,S02082,PONTE S.MARCO - CALCINATO
1,S01528,PONTE S.PIETRO
1,S01526,PONTIDA
1,S01200,PORTO CERESIO
1,S01116,PORTO VALTRAVAGLIA
1,S01824,TAVAZZANO
1,S01030,GALLARATE
1,S00276,GARLASCO
1,S01917,GAZZO PIEVE S. GIACOMO
1,S01408,DERVIO
1,S01320,DESIO
1,S01411,VARENNA ESINO
1,S01205,VARESE
